epoch,acc,char_acc,len_acc,loss,top3_acc,val_acc,val_char_acc,val_len_acc,val_loss,val_top3_acc
0,0.4420325458049774,0.7787962555885315,0.9105508923530579,0.8558807373046875,0.8547602295875549,0.3774038553237915,0.7765758037567139,0.9134615659713745,0.8380317687988281,0.8645833730697632
1,0.4477235674858093,0.7851808071136475,0.9102757573127747,0.8323276042938232,0.8614184856414795,0.3774038553237915,0.7756410837173462,0.9230769276618958,0.8395987153053284,0.8627137541770935
2,0.4476366937160492,0.7877085208892822,0.9152137041091919,0.81647127866745,0.8664065599441528,0.37860578298568726,0.7756410241127014,0.9278846383094788,0.8417516946792603,0.8628472089767456
3,0.4512858986854553,0.7907238006591797,0.9193843007087708,0.8052387237548828,0.8707314133644104,0.3798076808452606,0.7753738760948181,0.9290865659713745,0.8435866832733154,0.8613781332969666
4,0.4515465497970581,0.7917375564575195,0.9243801832199097,0.8037595748901367,0.8707199096679688,0.38100960850715637,0.7755075097084045,0.9302884340286255,0.8452354669570923,0.8604433536529541
5,0.45260366797447205,0.791553795337677,0.920093834400177,0.8024647831916809,0.8714746832847595,0.3798076808452606,0.7752403616905212,0.9302884340286255,0.8457521200180054,0.8608440160751343
