epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,11417.7,0.68441,0.35016,0.80956,0.95103,0.78671,0.89393,0.70745,0.56722,0.30523,0.77237,0.00071395,0.00071395,0.00071395
181,11481.1,0.67739,0.34576,0.8043,0.9446,0.79022,0.89756,0.71077,0.56604,0.30028,0.77268,0.000704073,0.000704073,0.000704073
182,11544.3,0.67114,0.34178,0.80181,0.94514,0.78874,0.89678,0.71149,0.56091,0.29568,0.77201,0.00069423,0.00069423,0.00069423
183,11607.3,0.66611,0.34251,0.80323,0.92623,0.8029,0.8998,0.71239,0.55906,0.29529,0.77169,0.000684422,0.000684422,0.000684422
184,11670.2,0.65372,0.33604,0.80652,0.9337,0.79419,0.89518,0.71088,0.56264,0.29782,0.77207,0.000674649,0.000674649,0.000674649
185,11733.2,0.67409,0.34287,0.80716,0.92492,0.81169,0.90306,0.70727,0.56724,0.29892,0.77273,0.000664914,0.000664914,0.000664914
186,11796,0.67468,0.34198,0.80299,0.91616,0.81754,0.90093,0.70674,0.56754,0.29549,0.77283,0.000655216,0.000655216,0.000655216
187,11859.2,0.67184,0.33931,0.80479,0.92206,0.81248,0.89811,0.71005,0.56581,0.29653,0.7718,0.000645557,0.000645557,0.000645557
188,11922,0.67084,0.34068,0.805,0.92704,0.8088,0.89601,0.71294,0.55946,0.29615,0.77149,0.000635938,0.000635938,0.000635938
189,11984.8,0.67094,0.34041,0.80046,0.9294,0.81184,0.89657,0.71324,0.55944,0.29437,0.77123,0.00062636,0.00062636,0.00062636
190,12047.7,0.66894,0.33908,0.81011,0.92407,0.8163,0.89708,0.71633,0.55261,0.28978,0.77033,0.000616824,0.000616824,0.000616824
191,12110.8,0.65361,0.33607,0.80372,0.92753,0.80905,0.89793,0.71711,0.55086,0.29306,0.76996,0.000607331,0.000607331,0.000607331
192,12173.6,0.67924,0.34632,0.80589,0.91967,0.81178,0.89754,0.7144,0.55391,0.29235,0.77009,0.000597882,0.000597882,0.000597882
193,12236.2,0.66101,0.34015,0.80563,0.92567,0.8163,0.89869,0.71329,0.55438,0.29217,0.77013,0.000588479,0.000588479,0.000588479
194,12299.1,0.67499,0.34328,0.80389,0.93264,0.81184,0.89903,0.7116,0.55481,0.29327,0.76969,0.000579121,0.000579121,0.000579121
195,12362.2,0.65445,0.32977,0.80287,0.9213,0.81965,0.90061,0.71391,0.55236,0.29614,0.7694,0.000569811,0.000569811,0.000569811
196,12425.5,0.66515,0.3315,0.808,0.92635,0.81461,0.89782,0.70922,0.55306,0.29629,0.76988,0.000560549,0.000560549,0.000560549
197,12488.5,0.64742,0.32913,0.80401,0.92894,0.80793,0.88925,0.70405,0.55569,0.29913,0.7701,0.000551337,0.000551337,0.000551337
198,12551.5,0.67871,0.34823,0.8064,0.91113,0.81407,0.88394,0.70006,0.55381,0.3057,0.77002,0.000542175,0.000542175,0.000542175
199,12615.4,0.66831,0.34314,0.80179,0.92322,0.81237,0.89138,0.71029,0.55304,0.29213,0.77004,0.000533064,0.000533064,0.000533064
200,12678.5,0.65692,0.33369,0.80464,0.91816,0.81407,0.89488,0.71163,0.55026,0.28949,0.77015,0.000524005,0.000524005,0.000524005
201,12741.8,0.67091,0.33857,0.80437,0.92814,0.81487,0.89341,0.70953,0.5517,0.29115,0.76996,0.000515,0.000515,0.000515
202,12804.8,0.64824,0.3251,0.80266,0.92006,0.80327,0.88578,0.70665,0.54943,0.29359,0.7698,0.000506049,0.000506049,0.000506049
203,12867.9,0.66432,0.33529,0.80587,0.9306,0.81965,0.89646,0.71208,0.5482,0.29085,0.76928,0.000497153,0.000497153,0.000497153
204,12930.6,0.66262,0.33578,0.80379,0.92977,0.82056,0.89889,0.71584,0.54679,0.29111,0.76953,0.000488314,0.000488314,0.000488314
205,12993.9,0.62854,0.32231,0.80206,0.93396,0.81335,0.90003,0.71869,0.54415,0.28753,0.76921,0.000479531,0.000479531,0.000479531
206,13057,0.65788,0.33216,0.80227,0.94503,0.80627,0.90058,0.71865,0.5448,0.28702,0.76962,0.000470807,0.000470807,0.000470807
207,13120.3,0.63396,0.3193,0.79983,0.933,0.81184,0.90025,0.71886,0.545,0.28831,0.76932,0.000462142,0.000462142,0.000462142
208,13183.3,0.66292,0.33571,0.8029,0.93514,0.81798,0.9019,0.71607,0.54774,0.2904,0.76953,0.000453537,0.000453537,0.000453537
209,13246,0.65983,0.33052,0.80596,0.93593,0.81563,0.90068,0.71686,0.54546,0.28573,0.76936,0.000444994,0.000444994,0.000444994
210,13309,0.64261,0.32017,0.80817,0.9382,0.81373,0.90321,0.72149,0.54771,0.28704,0.76971,0.000436512,0.000436512,0.000436512
211,13371.9,0.63987,0.32358,0.80395,0.93976,0.81004,0.90411,0.71987,0.54517,0.28506,0.76922,0.000428093,0.000428093,0.000428093
212,13434.9,0.63499,0.31982,0.80176,0.94019,0.80681,0.90044,0.71845,0.54181,0.2855,0.76904,0.000419737,0.000419737,0.000419737
213,13497.6,0.63473,0.31962,0.80182,0.92634,0.81295,0.90091,0.71684,0.54194,0.28797,0.76909,0.000411447,0.000411447,0.000411447
214,13560.6,0.65144,0.32892,0.80439,0.92345,0.80829,0.89496,0.71493,0.54024,0.28754,0.76845,0.000403222,0.000403222,0.000403222
215,13623.6,0.6451,0.32547,0.80158,0.92879,0.8083,0.89991,0.72036,0.5385,0.28447,0.76805,0.000395064,0.000395064,0.000395064
216,13686.6,0.62677,0.31619,0.80483,0.93467,0.80684,0.90279,0.72395,0.53741,0.28208,0.76831,0.000386973,0.000386973,0.000386973
217,13749.6,0.64136,0.32526,0.8023,0.93349,0.81498,0.90274,0.72116,0.53843,0.28313,0.76874,0.00037895,0.00037895,0.00037895
218,13812.5,0.61531,0.31248,0.80111,0.93176,0.81578,0.90608,0.72479,0.53688,0.28191,0.76822,0.000370997,0.000370997,0.000370997
219,13875.4,0.63979,0.32371,0.8017,0.92878,0.82077,0.90625,0.72341,0.53816,0.28195,0.76852,0.000363114,0.000363114,0.000363114
220,13938.9,0.64093,0.32493,0.80751,0.9239,0.81965,0.90332,0.72285,0.53791,0.28235,0.76807,0.000355301,0.000355301,0.000355301
221,14001.9,0.62259,0.3174,0.80525,0.93146,0.81194,0.89881,0.71892,0.53679,0.28033,0.76797,0.000347561,0.000347561,0.000347561
222,14065.1,0.64619,0.32928,0.80549,0.92396,0.82189,0.90515,0.72197,0.53781,0.28049,0.76831,0.000339893,0.000339893,0.000339893
223,14128.1,0.63641,0.3182,0.80427,0.92574,0.8191,0.90582,0.72251,0.53815,0.2793,0.76796,0.000332298,0.000332298,0.000332298
224,14191,0.62471,0.31915,0.80379,0.93175,0.8163,0.9058,0.72362,0.53502,0.27747,0.7677,0.000324778,0.000324778,0.000324778
225,14254.6,0.61363,0.31275,0.80073,0.93316,0.81848,0.90365,0.72452,0.53368,0.27937,0.76783,0.000317333,0.000317333,0.000317333
226,14317.5,0.6323,0.31693,0.79993,0.93054,0.81527,0.8971,0.72169,0.53299,0.27961,0.76803,0.000309964,0.000309964,0.000309964
227,14380.5,0.62463,0.3196,0.79547,0.92782,0.81816,0.89946,0.72206,0.53214,0.27755,0.76777,0.000302672,0.000302672,0.000302672
228,14443.1,0.62946,0.31686,0.80782,0.92921,0.81354,0.89914,0.72326,0.52883,0.27796,0.76758,0.000295457,0.000295457,0.000295457
229,14506.5,0.62983,0.31394,0.80431,0.92901,0.81104,0.89729,0.72227,0.52752,0.27699,0.76765,0.000288321,0.000288321,0.000288321
230,14569.4,0.64078,0.31957,0.80487,0.92929,0.8124,0.90028,0.72331,0.52886,0.27786,0.76801,0.000281264,0.000281264,0.000281264
231,14632.4,0.63876,0.3191,0.80431,0.9259,0.80737,0.89977,0.7231,0.52955,0.27754,0.76794,0.000274287,0.000274287,0.000274287
232,14695.1,0.63781,0.32433,0.80498,0.92517,0.81458,0.90395,0.72515,0.52848,0.27876,0.76777,0.00026739,0.00026739,0.00026739
233,14758,0.63425,0.31902,0.80039,0.923,0.81463,0.90219,0.72446,0.5277,0.27897,0.76762,0.000260575,0.000260575,0.000260575
234,14821.1,0.62316,0.31505,0.79938,0.92498,0.81921,0.90414,0.72712,0.52764,0.27782,0.76725,0.000253842,0.000253842,0.000253842
235,14884.3,0.63039,0.31484,0.79958,0.9251,0.81351,0.90232,0.72586,0.52643,0.27643,0.76734,0.000247192,0.000247192,0.000247192
236,14947.3,0.64022,0.31889,0.80197,0.92802,0.81343,0.9022,0.72557,0.52529,0.27642,0.76751,0.000240625,0.000240625,0.000240625
237,15010.2,0.62382,0.31224,0.80077,0.927,0.81536,0.90339,0.72621,0.52793,0.27838,0.76783,0.000234143,0.000234143,0.000234143
238,15073.2,0.63245,0.314,0.80365,0.9251,0.8163,0.9036,0.7238,0.53035,0.27695,0.76784,0.000227747,0.000227747,0.000227747
239,15136.3,0.6156,0.31261,0.79851,0.92349,0.81546,0.90402,0.72669,0.52943,0.27614,0.76768,0.000221435,0.000221435,0.000221435
240,15199.3,0.61364,0.30756,0.80072,0.91816,0.81431,0.90407,0.72659,0.52896,0.27644,0.76771,0.000215211,0.000215211,0.000215211
241,15262.2,0.63528,0.32038,0.80343,0.924,0.81456,0.90671,0.72922,0.5259,0.27541,0.76726,0.000209073,0.000209073,0.000209073
242,15325.2,0.61399,0.30507,0.79801,0.92483,0.81746,0.90748,0.72986,0.52488,0.2745,0.76712,0.000203023,0.000203023,0.000203023
243,15388,0.60871,0.30793,0.79865,0.92771,0.81683,0.9089,0.7305,0.52483,0.27549,0.76711,0.000197062,0.000197062,0.000197062
244,15451.5,0.60202,0.30165,0.80274,0.92931,0.81471,0.90797,0.73105,0.5224,0.27463,0.76704,0.00019119,0.00019119,0.00019119
245,15514.3,0.61645,0.30905,0.79871,0.93003,0.81463,0.90695,0.72902,0.52382,0.27451,0.76707,0.000185408,0.000185408,0.000185408
246,15577.2,0.59772,0.30357,0.79807,0.93263,0.81575,0.90691,0.72991,0.52418,0.27336,0.76741,0.000179716,0.000179716,0.000179716
247,15640.2,0.60994,0.31518,0.79433,0.93124,0.81575,0.90786,0.72958,0.52338,0.27341,0.76715,0.000174115,0.000174115,0.000174115
248,15703.2,0.61309,0.30382,0.80244,0.9327,0.8202,0.90779,0.72988,0.52436,0.27387,0.76712,0.000168606,0.000168606,0.000168606
249,15766.4,0.60818,0.30478,0.80288,0.93401,0.82077,0.90823,0.73166,0.52306,0.27303,0.767,0.000163189,0.000163189,0.000163189
250,15829.2,0.61232,0.29997,0.80208,0.93376,0.82245,0.90927,0.73268,0.52339,0.27306,0.76697,0.000157865,0.000157865,0.000157865
251,15892,0.59863,0.29706,0.80113,0.93578,0.82176,0.90812,0.7311,0.52147,0.27308,0.76682,0.000152635,0.000152635,0.000152635
252,15955.1,0.60973,0.30258,0.79975,0.93655,0.82421,0.90876,0.73095,0.52068,0.27214,0.76661,0.000147498,0.000147498,0.000147498
253,16018.5,0.60013,0.30319,0.80358,0.9342,0.82133,0.90734,0.73147,0.52056,0.27258,0.76654,0.000142456,0.000142456,0.000142456
254,16081.4,0.60624,0.30942,0.80036,0.93164,0.82021,0.90594,0.73085,0.52039,0.27317,0.76645,0.00013751,0.00013751,0.00013751
255,16144.3,0.61995,0.31082,0.80498,0.93047,0.82194,0.90808,0.73117,0.51977,0.27293,0.76633,0.000132658,0.000132658,0.000132658
256,16207.4,0.62482,0.31155,0.80016,0.92829,0.82397,0.90799,0.73072,0.52143,0.2726,0.76648,0.000127904,0.000127904,0.000127904
257,16270.2,0.60247,0.30648,0.79694,0.92957,0.8258,0.90907,0.73181,0.52141,0.27236,0.76651,0.000123245,0.000123245,0.000123245
258,16333.2,0.58006,0.29745,0.8,0.93048,0.82412,0.90864,0.73221,0.52003,0.27268,0.76652,0.000118684,0.000118684,0.000118684
259,16396.1,0.62044,0.3093,0.79986,0.92993,0.82247,0.90782,0.7328,0.51962,0.27216,0.76636,0.000114221,0.000114221,0.000114221
260,16459.1,0.58416,0.29375,0.7969,0.92691,0.82133,0.90655,0.73321,0.51946,0.27145,0.76638,0.000109856,0.000109856,0.000109856
261,16522.2,0.59928,0.29896,0.80144,0.9322,0.82145,0.90753,0.7336,0.51822,0.27051,0.76614,0.00010559,0.00010559,0.00010559
262,16585.1,0.59772,0.29897,0.79807,0.93228,0.82249,0.90906,0.7347,0.51701,0.26977,0.76607,0.000101423,0.000101423,0.000101423
263,16648.1,0.61267,0.30429,0.79779,0.93226,0.82133,0.90859,0.73426,0.51567,0.26958,0.76592,9.73555e-05,9.73555e-05,9.73555e-05
264,16710.9,0.60477,0.30332,0.79737,0.93445,0.81979,0.90707,0.73301,0.51623,0.26856,0.76599,9.33881e-05,9.33881e-05,9.33881e-05
265,16773.7,0.61476,0.30254,0.8011,0.93335,0.81965,0.90728,0.73389,0.51652,0.26833,0.76608,8.95213e-05,8.95213e-05,8.95213e-05
266,16837.9,0.5953,0.29861,0.79726,0.93157,0.8209,0.90717,0.73455,0.51574,0.26846,0.76597,8.57554e-05,8.57554e-05,8.57554e-05
267,16902.6,0.61097,0.30488,0.79943,0.93096,0.82077,0.90718,0.73415,0.51508,0.26851,0.76584,8.20908e-05,8.20908e-05,8.20908e-05
268,16966.3,0.61197,0.30714,0.79814,0.93494,0.81842,0.90522,0.73222,0.51519,0.26842,0.76586,7.8528e-05,7.8528e-05,7.8528e-05
269,17030,0.59697,0.2976,0.80235,0.9347,0.81965,0.90471,0.73156,0.51538,0.26806,0.76579,7.50674e-05,7.50674e-05,7.50674e-05
270,17093.7,0.61191,0.30061,0.79851,0.93322,0.8191,0.90456,0.73149,0.51474,0.26811,0.76566,7.17093e-05,7.17093e-05,7.17093e-05
271,17157.7,0.60056,0.29841,0.79765,0.93211,0.8203,0.90632,0.73183,0.51504,0.26794,0.76562,6.8454e-05,6.8454e-05,6.8454e-05
272,17220.8,0.6005,0.29894,0.80205,0.93277,0.82021,0.90727,0.73296,0.51557,0.26779,0.76551,6.53021e-05,6.53021e-05,6.53021e-05
273,17284.2,0.59786,0.29455,0.79987,0.93151,0.82077,0.90774,0.73391,0.51586,0.26798,0.76558,6.22537e-05,6.22537e-05,6.22537e-05
274,17347.3,0.61757,0.30222,0.80539,0.93027,0.8194,0.90797,0.73509,0.5148,0.26768,0.76553,5.93093e-05,5.93093e-05,5.93093e-05
275,17409.9,0.60123,0.29863,0.80313,0.93056,0.8191,0.90799,0.73543,0.51432,0.26786,0.7656,5.64691e-05,5.64691e-05,5.64691e-05
276,17472.8,0.59109,0.2954,0.79592,0.93172,0.82285,0.90865,0.73507,0.51479,0.26785,0.76566,5.37334e-05,5.37334e-05,5.37334e-05
277,17536.1,0.60858,0.29978,0.79976,0.93187,0.82356,0.90786,0.73531,0.51447,0.26779,0.76561,5.11027e-05,5.11027e-05,5.11027e-05
278,17598.9,0.59865,0.30657,0.79777,0.93521,0.82412,0.90873,0.73536,0.51454,0.26797,0.76558,4.85771e-05,4.85771e-05,4.85771e-05
279,17661.9,0.59287,0.29908,0.79519,0.93523,0.82232,0.90845,0.73478,0.51467,0.26801,0.76564,4.61569e-05,4.61569e-05,4.61569e-05
280,17724.7,0.59869,0.29882,0.79803,0.92995,0.82277,0.90811,0.73433,0.51454,0.26748,0.76571,4.38424e-05,4.38424e-05,4.38424e-05
281,17787.6,0.57557,0.29013,0.79122,0.92968,0.82245,0.9082,0.73439,0.51464,0.26726,0.76576,4.16339e-05,4.16339e-05,4.16339e-05
282,17851,0.58092,0.2916,0.79893,0.93092,0.82189,0.90772,0.7358,0.51375,0.26668,0.76575,3.95315e-05,3.95315e-05,3.95315e-05
283,17913.9,0.58889,0.29586,0.79167,0.93249,0.82077,0.9077,0.73544,0.51355,0.26643,0.76572,3.75356e-05,3.75356e-05,3.75356e-05
284,17976.8,0.59426,0.29619,0.79634,0.93148,0.81973,0.90709,0.73524,0.51317,0.26623,0.76567,3.56463e-05,3.56463e-05,3.56463e-05
285,18039.9,0.59571,0.29574,0.80199,0.9332,0.81903,0.90676,0.73578,0.51347,0.26631,0.76567,3.38639e-05,3.38639e-05,3.38639e-05
286,18102.9,0.58721,0.29566,0.79919,0.93319,0.81892,0.90702,0.7359,0.51262,0.26634,0.76563,3.21885e-05,3.21885e-05,3.21885e-05
287,18165.9,0.58839,0.29414,0.79324,0.93372,0.81808,0.90712,0.73557,0.51287,0.26636,0.76562,3.06204e-05,3.06204e-05,3.06204e-05
288,18228.4,0.59535,0.29996,0.79525,0.93355,0.81965,0.90745,0.73605,0.51306,0.2662,0.76558,2.91596e-05,2.91596e-05,2.91596e-05
289,18291.4,0.60918,0.299,0.79775,0.93329,0.82026,0.90807,0.7365,0.51319,0.2662,0.76556,2.78064e-05,2.78064e-05,2.78064e-05
290,18354.1,0.58455,0.29341,0.79863,0.93272,0.82055,0.90805,0.73656,0.51246,0.26595,0.76551,2.6561e-05,2.6561e-05,2.6561e-05
291,18422.5,0.60947,0.29972,0.79893,0.93289,0.82276,0.90524,0.73158,0.51546,0.26749,0.76565,2.54233e-05,2.54233e-05,2.54233e-05
292,18485.2,0.60308,0.29077,0.79771,0.92751,0.82154,0.90378,0.72755,0.51901,0.26931,0.76589,2.43937e-05,2.43937e-05,2.43937e-05
293,18547.7,0.58909,0.29902,0.79413,0.92675,0.81943,0.90153,0.72479,0.5221,0.27071,0.76607,2.34721e-05,2.34721e-05,2.34721e-05
294,18610.4,0.59357,0.29256,0.79304,0.92721,0.81788,0.89996,0.72457,0.52359,0.27116,0.76619,2.26587e-05,2.26587e-05,2.26587e-05
295,18673.3,0.60871,0.29869,0.79828,0.9277,0.81678,0.89971,0.72457,0.52389,0.27103,0.76623,2.19535e-05,2.19535e-05,2.19535e-05
296,18736.1,0.60277,0.2957,0.79507,0.92945,0.81656,0.90009,0.72427,0.52507,0.27085,0.76633,2.13568e-05,2.13568e-05,2.13568e-05
297,18798.7,0.59906,0.29694,0.79194,0.92933,0.81686,0.90082,0.72492,0.52465,0.27036,0.76635,2.08684e-05,2.08684e-05,2.08684e-05
298,18861.6,0.59954,0.29501,0.80413,0.92975,0.8163,0.90081,0.72525,0.52447,0.26991,0.76637,2.04885e-05,2.04885e-05,2.04885e-05
299,18924.5,0.58945,0.29263,0.7901,0.93055,0.81541,0.90166,0.72609,0.52428,0.26943,0.76645,2.02171e-05,2.02171e-05,2.02171e-05
300,18987.3,0.60221,0.29715,0.79534,0.93089,0.81575,0.90205,0.7272,0.5237,0.26892,0.76649,2.00543e-05,2.00543e-05,2.00543e-05
